"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AZE","WASTEMUN","TOT","THND_TONNE","A","2000",1104,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2001",1268,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2002",1854,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2003",1889,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2004",1784,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2005",1753,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2006",1573,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2007",1631,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2008",1478,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2009",1603,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2010",1609,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2011",1781,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2012",1647,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2013",1671,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2014",1355,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2015",1535,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2016",1590,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2017",1576,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2018",1756,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2019",2022,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2020",2367,
"AZE","WASTEMUN","TOT","THND_TONNE","A","2021",2583,
"AZE","WASTEMUN","TOT","KG_CAP","A","2000",134.793,
"AZE","WASTEMUN","TOT","KG_CAP","A","2001",153.103,
"AZE","WASTEMUN","TOT","KG_CAP","A","2002",221.449,
"AZE","WASTEMUN","TOT","KG_CAP","A","2003",223.225,
"AZE","WASTEMUN","TOT","KG_CAP","A","2004",208.505,
"AZE","WASTEMUN","TOT","KG_CAP","A","2005",202.513,
"AZE","WASTEMUN","TOT","KG_CAP","A","2006",179.498,
"AZE","WASTEMUN","TOT","KG_CAP","A","2007",183.704,
"AZE","WASTEMUN","TOT","KG_CAP","A","2008",164.228,
"AZE","WASTEMUN","TOT","KG_CAP","A","2009",175.775,
"AZE","WASTEMUN","TOT","KG_CAP","A","2010",174.187,
"AZE","WASTEMUN","TOT","KG_CAP","A","2011",190.298,
"AZE","WASTEMUN","TOT","KG_CAP","A","2012",173.632,
"AZE","WASTEMUN","TOT","KG_CAP","A","2013",173.8,
"AZE","WASTEMUN","TOT","KG_CAP","A","2014",139.09,
"AZE","WASTEMUN","TOT","KG_CAP","A","2015",155.625,
"AZE","WASTEMUN","TOT","KG_CAP","A","2016",159.379,
"AZE","WASTEMUN","TOT","KG_CAP","A","2017",156.48,
"AZE","WASTEMUN","TOT","KG_CAP","A","2018",172.962,
"AZE","WASTEMUN","TOT","KG_CAP","A","2019",197.601,
"AZE","WASTEMUN","TOT","KG_CAP","A","2020",230.142,
"AZE","WASTEMUN","TOT","KG_CAP","A","2021",250.461,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2004",2395.2,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2005",2530.4,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2006",2733.8,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2007",2663.8,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2008",3003.2,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2009",3301.2,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2010",3689.9,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2011",3832.2,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2012",3728,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2013",3681.7,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2014",3722.8,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2015",3734.6,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2016",3794,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2017",3801.4,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2018",3795.3,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2019",3784.8,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2020",4070.4,
"BLR","WASTEMUN","TOT","THND_TONNE","A","2021",3970.2,
"BLR","WASTEMUN","TOT","KG_CAP","A","2004",239.527,
"BLR","WASTEMUN","TOT","KG_CAP","A","2005",254.691,
"BLR","WASTEMUN","TOT","KG_CAP","A","2006",276.849,
"BLR","WASTEMUN","TOT","KG_CAP","A","2007",271.097,
"BLR","WASTEMUN","TOT","KG_CAP","A","2008",306.83,
"BLR","WASTEMUN","TOT","KG_CAP","A","2009",338.317,
"BLR","WASTEMUN","TOT","KG_CAP","A","2010",379.174,
"BLR","WASTEMUN","TOT","KG_CAP","A","2011",394.788,
"BLR","WASTEMUN","TOT","KG_CAP","A","2012",384.578,
"BLR","WASTEMUN","TOT","KG_CAP","A","2013",379.904,
"BLR","WASTEMUN","TOT","KG_CAP","A","2014",384.042,
"BLR","WASTEMUN","TOT","KG_CAP","A","2015",384.986,
"BLR","WASTEMUN","TOT","KG_CAP","A","2016",390.807,
"BLR","WASTEMUN","TOT","KG_CAP","A","2017",391.579,
"BLR","WASTEMUN","TOT","KG_CAP","A","2018",391.447,
"BLR","WASTEMUN","TOT","KG_CAP","A","2019",391.235,
"BLR","WASTEMUN","TOT","KG_CAP","A","2020",422.515,
"BLR","WASTEMUN","TOT","KG_CAP","A","2021",414.505,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2007",855,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2008",875,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2009",880,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2015",774.7,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2016",870.3,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2017",922.1,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2018",977.4,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2019",994.6,
"GEO","WASTEMUN","TOT","THND_TONNE","A","2020",973.3,
"GEO","WASTEMUN","TOT","KG_CAP","A","2007",218.868,
"GEO","WASTEMUN","TOT","KG_CAP","A","2008",225.533,
"GEO","WASTEMUN","TOT","KG_CAP","A","2009",228.263,
"GEO","WASTEMUN","TOT","KG_CAP","A","2015",205.429,
"GEO","WASTEMUN","TOT","KG_CAP","A","2016",230.781,
"GEO","WASTEMUN","TOT","KG_CAP","A","2017",244.466,
"GEO","WASTEMUN","TOT","KG_CAP","A","2018",259.098,
"GEO","WASTEMUN","TOT","KG_CAP","A","2019",263.763,
"GEO","WASTEMUN","TOT","KG_CAP","A","2020",258.45,
"MDA","WASTEMUN","TOT","THND_TONNE","A","1995",284.436,
"MDA","WASTEMUN","TOT","THND_TONNE","A","1996",283.356,
"MDA","WASTEMUN","TOT","THND_TONNE","A","1997",259.128,
"MDA","WASTEMUN","TOT","THND_TONNE","A","1998",247.932,
"MDA","WASTEMUN","TOT","THND_TONNE","A","1999",225.216,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2000",211.5,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2001",203.544,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2002",211.086,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2003",209.574,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2004",220.374,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2005",232.632,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2006",248.652,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2007",327.51,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2008",391.104,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2009",408.168,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2010",424.71,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2011",432.342,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2012",435.798,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2013",476.532,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2014",508.212,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2015",510.138,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2016",565.74,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2017",591.498,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2018",571.698,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2019",620.172,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2020",697.7,
"MDA","WASTEMUN","TOT","THND_TONNE","A","2021",768.6,
"MDA","WASTEMUN","TOT","KG_CAP","A","1995",63.757,
"MDA","WASTEMUN","TOT","KG_CAP","A","1996",63.96,
"MDA","WASTEMUN","TOT","KG_CAP","A","1997",58.976,
"MDA","WASTEMUN","TOT","KG_CAP","A","1998",56.95,
"MDA","WASTEMUN","TOT","KG_CAP","A","1999",52.328,
"MDA","WASTEMUN","TOT","KG_CAP","A","2000",49.746,
"MDA","WASTEMUN","TOT","KG_CAP","A","2001",48.457,
"MDA","WASTEMUN","TOT","KG_CAP","A","2002",50.893,
"MDA","WASTEMUN","TOT","KG_CAP","A","2003",51.191,
"MDA","WASTEMUN","TOT","KG_CAP","A","2004",54.454,
"MDA","WASTEMUN","TOT","KG_CAP","A","2005",58.138,
"MDA","WASTEMUN","TOT","KG_CAP","A","2006",63.066,
"MDA","WASTEMUN","TOT","KG_CAP","A","2007",84.479,
"MDA","WASTEMUN","TOT","KG_CAP","A","2008",102.587,
"MDA","WASTEMUN","TOT","KG_CAP","A","2009",108.86,
"MDA","WASTEMUN","TOT","KG_CAP","A","2010",115.467,
"MDA","WASTEMUN","TOT","KG_CAP","A","2011",120.258,
"MDA","WASTEMUN","TOT","KG_CAP","A","2012",124.258,
"MDA","WASTEMUN","TOT","KG_CAP","A","2013",139.478,
"MDA","WASTEMUN","TOT","KG_CAP","A","2014",152.235,
"MDA","WASTEMUN","TOT","KG_CAP","A","2015",155.654,
"MDA","WASTEMUN","TOT","KG_CAP","A","2016",175.417,
"MDA","WASTEMUN","TOT","KG_CAP","A","2017",185.976,
"MDA","WASTEMUN","TOT","KG_CAP","A","2018",181.963,
"MDA","WASTEMUN","TOT","KG_CAP","A","2019",199.445,
"MDA","WASTEMUN","TOT","KG_CAP","A","2020",226.17,
"MDA","WASTEMUN","TOT","KG_CAP","A","2021",251.053,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2010",9765.5,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2011",10356.5,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2012",13878,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2013",14501,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2014",10748,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2015",11491.8,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2016",11562.6,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2017",11271.2,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2018",11857.2,
"UKR","WASTEMUN","TOT","THND_TONNE","A","2019",11792.7,
"UKR","WASTEMUN","TOT","KG_CAP","A","2010",213.767,
"UKR","WASTEMUN","TOT","KG_CAP","A","2011",227.535,
"UKR","WASTEMUN","TOT","KG_CAP","A","2012",305.641,
"UKR","WASTEMUN","TOT","KG_CAP","A","2013",320.06,
"UKR","WASTEMUN","TOT","KG_CAP","A","2014",238.061,
"UKR","WASTEMUN","TOT","KG_CAP","A","2015",255.472,
"UKR","WASTEMUN","TOT","KG_CAP","A","2016",257.901,
"UKR","WASTEMUN","TOT","KG_CAP","A","2017",252.393,
"UKR","WASTEMUN","TOT","KG_CAP","A","2018",266.772,
"UKR","WASTEMUN","TOT","KG_CAP","A","2019",266.736,
